Date,Bar Name,Brand Name,Consumed (ml)
2023-01-04,Brown's Bar,Jim Beam,0.0
2023-01-04,Brown's Bar,Miller,0.0
2023-01-04,Brown's Bar,Sutter Home,146.13
2023-01-04,Brown's Bar,Captain Morgan,0.0
2023-01-04,Brown's Bar,Grey Goose,481.36
2023-01-04,Brown's Bar,Coors,0.0
2023-01-04,Brown's Bar,Yellow Tail,0.0
2023-01-04,Brown's Bar,Absolut,0.0
2023-01-04,Brown's Bar,Jack Daniels,201.9
2023-01-04,Brown's Bar,Malibu,0.0
2023-01-04,Brown's Bar,Jameson,0.0
2023-01-04,Brown's Bar,Smirnoff,0.0
2023-01-04,Brown's Bar,Barefoot,0.0
2023-01-04,Brown's Bar,Heineken,198.65
2023-01-04,Brown's Bar,Budweiser,0.0
2023-01-04,Johnson's Bar,Bacardi,0.0
2023-01-04,Johnson's Bar,Jim Beam,0.0
2023-01-04,Johnson's Bar,Miller,271.23
2023-01-04,Johnson's Bar,Sutter Home,249.69
2023-01-04,Johnson's Bar,Captain Morgan,0.0
2023-01-04,Johnson's Bar,Grey Goose,0.0
2023-01-04,Johnson's Bar,Coors,0.0
2023-01-04,Johnson's Bar,Yellow Tail,0.0
2023-01-04,Johnson's Bar,Absolut,0.0
2023-01-04,Johnson's Bar,Jack Daniels,399.96
2023-01-04,Johnson's Bar,Malibu,0.0
2023-01-04,Johnson's Bar,Jameson,0.0
2023-01-04,Johnson's Bar,Smirnoff,464.68
2023-01-04,Johnson's Bar,Barefoot,0.0
2023-01-04,Johnson's Bar,Heineken,0.0
2023-01-04,Johnson's Bar,Budweiser,0.0
2023-01-04,Smith's Bar,Bacardi,0.0
2023-01-04,Smith's Bar,Jim Beam,0.0
2023-01-04,Smith's Bar,Miller,349.22
2023-01-04,Smith's Bar,Sutter Home,0.0
2023-01-04,Smith's Bar,Captain Morgan,0.0
2023-01-04,Smith's Bar,Grey Goose,0.0
2023-01-04,Smith's Bar,Coors,0.0
2023-01-04,Smith's Bar,Yellow Tail,0.0
2023-01-04,Smith's Bar,Absolut,387.5
2023-01-04,Smith's Bar,Jack Daniels,0.0
2023-01-04,Smith's Bar,Malibu,147.19
2023-01-04,Smith's Bar,Jameson,0.0
2023-01-04,Smith's Bar,Smirnoff,0.0
2023-01-04,Smith's Bar,Barefoot,0.0
2023-01-04,Smith's Bar,Heineken,0.0
2023-01-04,Smith's Bar,Budweiser,0.0
2023-01-04,Taylor's Bar,Bacardi,380.15
2023-01-04,Taylor's Bar,Jim Beam,0.0
2023-01-04,Taylor's Bar,Miller,0.0
2023-01-04,Taylor's Bar,Sutter Home,0.0
2023-01-04,Taylor's Bar,Captain Morgan,0.0
2023-01-04,Taylor's Bar,Grey Goose,0.0
2023-01-04,Taylor's Bar,Coors,0.0
2023-01-04,Taylor's Bar,Yellow Tail,0.0
2023-01-04,Taylor's Bar,Absolut,533.56
2023-01-04,Taylor's Bar,Jack Daniels,0.0
2023-01-04,Taylor's Bar,Malibu,0.0
2023-01-04,Taylor's Bar,Jameson,0.0
2023-01-04,Taylor's Bar,Smirnoff,0.0
2023-01-04,Taylor's Bar,Barefoot,0.0
2023-01-04,Taylor's Bar,Heineken,0.0
2023-01-04,Taylor's Bar,Budweiser,0.0
2023-01-04,Thomas's Bar,Bacardi,0.0
2023-01-04,Thomas's Bar,Jim Beam,0.0
2023-01-04,Thomas's Bar,Miller,0.0
2023-01-04,Thomas's Bar,Sutter Home,0.0
2023-01-04,Thomas's Bar,Captain Morgan,285.25
2023-01-04,Thomas's Bar,Grey Goose,451.49
2023-01-04,Thomas's Bar,Coors,0.0
2023-01-04,Thomas's Bar,Yellow Tail,0.0
2023-01-04,Thomas's Bar,Absolut,0.0
2023-01-04,Thomas's Bar,Jack Daniels,0.0
2023-01-04,Thomas's Bar,Malibu,0.0
2023-01-04,Thomas's Bar,Jameson,0.0
2023-01-04,Thomas's Bar,Smirnoff,0.0
2023-01-04,Thomas's Bar,Barefoot,0.0
2023-01-04,Thomas's Bar,Heineken,0.0
2023-01-04,Thomas's Bar,Budweiser,461.73
2023-01-05,Anderson's Bar,Bacardi,0.0
2023-01-05,Anderson's Bar,Jim Beam,420.18
2023-01-05,Anderson's Bar,Miller,0.0
2023-01-05,Anderson's Bar,Sutter Home,0.0
2023-01-05,Anderson's Bar,Captain Morgan,0.0
2023-01-05,Anderson's Bar,Grey Goose,0.0
2023-01-05,Anderson's Bar,Coors,0.0
2023-01-05,Anderson's Bar,Yellow Tail,389.08
2023-01-05,Anderson's Bar,Absolut,463.2
2023-01-05,Anderson's Bar,Jack Daniels,0.0
2023-01-05,Anderson's Bar,Malibu,0.0
2023-01-05,Anderson's Bar,Jameson,0.0
2023-01-05,Anderson's Bar,Smirnoff,0.0
2023-01-05,Anderson's Bar,Barefoot,0.0
2023-01-05,Anderson's Bar,Heineken,0.0
2023-01-05,Anderson's Bar,Budweiser,0.0
2023-01-05,Brown's Bar,Bacardi,0.0
2023-01-05,Brown's Bar,Jim Beam,0.0
2023-01-05,Brown's Bar,Miller,135.16
2023-01-05,Brown's Bar,Sutter Home,0.0
2023-01-05,Brown's Bar,Captain Morgan,0.0
2023-01-05,Brown's Bar,Grey Goose,0.0
2023-01-05,Brown's Bar,Coors,0.0
2023-01-05,Brown's Bar,Yellow Tail,552.5
2023-01-05,Brown's Bar,Absolut,575.68
2023-01-05,Brown's Bar,Jack Daniels,468.93
2023-01-05,Brown's Bar,Malibu,0.0
2023-01-05,Brown's Bar,Jameson,0.0
2023-01-05,Brown's Bar,Smirnoff,0.0
2023-01-05,Brown's Bar,Barefoot,0.0
2023-01-05,Brown's Bar,Heineken,0.0
2023-01-05,Brown's Bar,Budweiser,0.0
2023-01-05,Johnson's Bar,Bacardi,0.0
2023-01-05,Johnson's Bar,Jim Beam,0.0
2023-01-05,Johnson's Bar,Miller,0.0
2023-01-05,Johnson's Bar,Sutter Home,0.0
2023-01-05,Johnson's Bar,Captain Morgan,0.0
2023-01-05,Johnson's Bar,Grey Goose,0.0
2023-01-05,Johnson's Bar,Coors,0.0
2023-01-05,Johnson's Bar,Yellow Tail,0.0
2023-01-05,Johnson's Bar,Absolut,0.0
2023-01-05,Johnson's Bar,Jack Daniels,450.63
2023-01-05,Johnson's Bar,Malibu,275.18
2023-01-05,Johnson's Bar,Jameson,0.0
2023-01-05,Johnson's Bar,Smirnoff,0.0
2023-01-05,Johnson's Bar,Barefoot,530.4
2023-01-05,Johnson's Bar,Heineken,129.85
2023-01-05,Johnson's Bar,Budweiser,0.0
2023-01-05,Smith's Bar,Bacardi,0.0
2023-01-05,Smith's Bar,Jim Beam,0.0
2023-01-05,Smith's Bar,Miller,381.0
2023-01-05,Smith's Bar,Sutter Home,0.0
2023-01-05,Smith's Bar,Captain Morgan,0.0
2023-01-05,Smith's Bar,Grey Goose,0.0
2023-01-05,Smith's Bar,Coors,0.0
2023-01-05,Smith's Bar,Yellow Tail,419.96
2023-01-05,Smith's Bar,Absolut,0.0
2023-01-05,Smith's Bar,Jack Daniels,0.0
2023-01-05,Smith's Bar,Malibu,0.0
2023-01-05,Smith's Bar,Jameson,0.0
2023-01-05,Smith's Bar,Smirnoff,0.0
2023-01-05,Smith's Bar,Barefoot,0.0
2023-01-05,Smith's Bar,Heineken,0.0
2023-01-05,Smith's Bar,Budweiser,0.0
2023-01-05,Taylor's Bar,Bacardi,0.0
2023-01-05,Taylor's Bar,Jim Beam,0.0
2023-01-05,Taylor's Bar,Miller,0.0
2023-01-05,Taylor's Bar,Sutter Home,0.0
2023-01-05,Taylor's Bar,Captain Morgan,0.0
2023-01-05,Taylor's Bar,Grey Goose,0.0
2023-01-05,Taylor's Bar,Coors,0.0
2023-01-05,Taylor's Bar,Yellow Tail,0.0
2023-01-05,Taylor's Bar,Absolut,269.68
2023-01-05,Taylor's Bar,Jack Daniels,170.08
2023-01-05,Taylor's Bar,Malibu,409.14
2023-01-05,Taylor's Bar,Jameson,0.0
2023-01-05,Taylor's Bar,Smirnoff,0.0
2023-01-05,Taylor's Bar,Barefoot,0.0
2023-01-05,Taylor's Bar,Heineken,398.16
2023-01-05,Taylor's Bar,Budweiser,0.0
2023-01-05,Thomas's Bar,Bacardi,0.0
2023-01-05,Thomas's Bar,Jim Beam,0.0
2023-01-05,Thomas's Bar,Miller,0.0
2023-01-05,Thomas's Bar,Sutter Home,0.0
2023-01-05,Thomas's Bar,Captain Morgan,0.0
2023-01-05,Thomas's Bar,Grey Goose,0.0
2023-01-05,Thomas's Bar,Coors,0.0
2023-01-05,Thomas's Bar,Yellow Tail,0.0
2023-01-05,Thomas's Bar,Absolut,0.0
2023-01-05,Thomas's Bar,Jack Daniels,0.0
2023-01-05,Thomas's Bar,Malibu,0.0
2023-01-05,Thomas's Bar,Jameson,515.65
2023-01-05,Thomas's Bar,Smirnoff,563.71
2023-01-05,Thomas's Bar,Barefoot,530.31
2023-01-05,Thomas's Bar,Heineken,0.0
2023-01-05,Thomas's Bar,Budweiser,0.0
2023-01-06,Anderson's Bar,Bacardi,0.0
2023-01-06,Anderson's Bar,Jim Beam,0.0
2023-01-06,Anderson's Bar,Miller,0.0
2023-01-06,Anderson's Bar,Sutter Home,208.44
2023-01-06,Anderson's Bar,Captain Morgan,0.0
2023-01-06,Anderson's Bar,Grey Goose,0.0
2023-01-06,Anderson's Bar,Coors,274.13
2023-01-06,Anderson's Bar,Yellow Tail,0.0
2023-01-06,Anderson's Bar,Absolut,453.02
2023-01-06,Anderson's Bar,Jack Daniels,0.0
2023-01-06,Anderson's Bar,Malibu,0.0
2023-01-06,Anderson's Bar,Jameson,532.62
2023-01-06,Anderson's Bar,Smirnoff,0.0
2023-01-06,Anderson's Bar,Barefoot,0.0
2023-01-06,Anderson's Bar,Heineken,0.0
2023-01-06,Anderson's Bar,Budweiser,0.0
2023-01-06,Brown's Bar,Bacardi,145.81
2023-01-06,Brown's Bar,Jim Beam,0.0
2023-01-06,Brown's Bar,Miller,0.0
2023-01-06,Brown's Bar,Sutter Home,0.0
2023-01-06,Brown's Bar,Captain Morgan,0.0
2023-01-06,Brown's Bar,Grey Goose,0.0
2023-01-06,Brown's Bar,Coors,0.0
2023-01-06,Brown's Bar,Yellow Tail,0.0
2023-01-06,Brown's Bar,Absolut,0.0
2023-01-06,Brown's Bar,Jack Daniels,231.83
2023-01-06,Brown's Bar,Malibu,0.0
2023-01-06,Brown's Bar,Jameson,0.0
2023-01-06,Brown's Bar,Smirnoff,407.21
2023-01-06,Brown's Bar,Barefoot,0.0
2023-01-06,Brown's Bar,Heineken,0.0
2023-01-06,Brown's Bar,Budweiser,224.12
2023-01-06,Johnson's Bar,Bacardi,0.0
2023-01-06,Johnson's Bar,Jim Beam,0.0
2023-01-06,Johnson's Bar,Miller,0.0
2023-01-06,Johnson's Bar,Sutter Home,0.0
2023-01-06,Johnson's Bar,Captain Morgan,0.0
2023-01-06,Johnson's Bar,Grey Goose,103.52
2023-01-06,Johnson's Bar,Coors,353.37
2023-01-06,Johnson's Bar,Yellow Tail,0.0
2023-01-06,Johnson's Bar,Absolut,0.0
2023-01-06,Johnson's Bar,Jack Daniels,0.0
2023-01-06,Johnson's Bar,Malibu,512.26
2023-01-06,Johnson's Bar,Jameson,0.0
2023-01-06,Johnson's Bar,Smirnoff,0.0
2023-01-06,Johnson's Bar,Barefoot,248.86
2023-01-06,Johnson's Bar,Heineken,0.0
2023-01-06,Johnson's Bar,Budweiser,0.0
2023-01-06,Smith's Bar,Bacardi,0.0
2023-01-06,Smith's Bar,Jim Beam,365.41
2023-01-06,Smith's Bar,Miller,0.0
2023-01-06,Smith's Bar,Sutter Home,0.0
2023-01-06,Smith's Bar,Captain Morgan,0.0
2023-01-06,Smith's Bar,Grey Goose,450.58
2023-01-06,Smith's Bar,Coors,0.0
2023-01-06,Smith's Bar,Yellow Tail,0.0
2023-01-06,Smith's Bar,Absolut,0.0
2023-01-06,Smith's Bar,Jack Daniels,0.0
2023-01-06,Smith's Bar,Malibu,0.0
2023-01-06,Smith's Bar,Jameson,0.0
2023-01-06,Smith's Bar,Smirnoff,0.0
